feedback_id,submitted_at,user_id,hotspot_id,location,metro,rating,category,feedback_text,platform,status,source,cleaned_text,token_count,dominant_topic,topic_confidence,topic_probabilities
FB0132,2026-05-26T01:15:45Z,USER143,H006,Cape Town City Centre,Cape Town,3,Privacy and Trust,It is unclear how long submitted feedback and reports are retained to build trust among community members. Verified roles and clear retention rules would improve trust.,Web,reviewed,mock,unclear long submitted feedback reports retained build trust among community members verified roles clear retention rules trust,17,topic_9,0.973854,"[0.003268, 0.003268, 0.003268, 0.003268, 0.003268, 0.003268, 0.003269, 0.003268, 0.973854]"
FB0133,2026-05-26T07:49:02Z,USER047,H007,Garsfontein,Gauteng,4,Positive Experience,The neighbourhood chat helped residents coordinate effectively and the information felt timely. I would recommend this feature to other neighbourhood groups. This area mainly receives vehicle theft warnings.,Android,reviewed,mock,neighbourhood chat helped residents coordinate effectively information felt timely recommend feature neighbourhood groups vehicle theft warnings,16,topic_3,0.778154,"[0.003473, 0.003473, 0.778154, 0.003472, 0.197537, 0.003472, 0.003473, 0.003473, 0.003473]"
FB0134,2026-05-26T09:16:49Z,USER139,H002,Somerset West,Cape Town,4,Privacy and Trust,Residents need confidence that private group messages remain private before users share sensitive safety information. Verified roles and clear retention rules would improve trust.,Mobile Web,resolved,mock,residents need confidence private group messages remain private users share sensitive safety information verified roles clear retention rules trust,19,topic_9,0.584759,"[0.002924, 0.002925, 0.002924, 0.002924, 0.002924, 0.002924, 0.394771, 0.002924, 0.584759]"
FB0135,2026-05-27T03:27:00Z,USER061,H008,Claremont,Cape Town,4,Positive Experience,The location-based warnings are relevant and easy to understand during a situation that could have caused confusion. I would recommend this feature to other neighbourhood groups.,Android,reviewed,mock,location based warnings relevant easy understand situation caused confusion recommend feature neighbourhood groups,13,topic_5,0.608873,"[0.004274, 0.004274, 0.36121, 0.004274, 0.608873, 0.004274, 0.004274, 0.004274, 0.004274]"
FB0136,2026-05-27T06:33:34Z,USER068,H006,Cape Town City Centre,Cape Town,2,Location Accuracy,The location pin was too broad to identify the affected area when accurate directions were particularly important. Please improve address validation before publishing an incident.,Android,reviewed,mock,location pin broad identify affected accurate directions particularly important address validation publishing incident,13,topic_6,0.670071,"[0.004445, 0.004445, 0.004444, 0.004444, 0.298817, 0.670071, 0.004445, 0.004444, 0.004445]"
FB0137,2026-05-27T17:08:57Z,USER044,H005,Sea Point,Cape Town,4,Positive Experience,The neighbourhood chat helped residents coordinate effectively while keeping the community informed. I would recommend this feature to other neighbourhood groups. This area mainly receives vehicle theft warnings.,Web,resolved,mock,neighbourhood chat helped residents coordinate effectively keeping community informed recommend feature neighbourhood groups vehicle theft warnings,16,topic_3,0.799327,"[0.003473, 0.003473, 0.799327, 0.003472, 0.176364, 0.003472, 0.003473, 0.003473, 0.003473]"
FB0138,2026-05-27T18:05:29Z,USER057,H014,Centurion Central,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion and a pinned update feature would help. Verified security updates should be visually distinct.,iOS,reviewed,mock,difficult distinguish verified updates general discussion pinned update feature help verified security updates visually distinct,15,topic_2,0.732193,"[0.241881, 0.732193, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0139,2026-05-28T05:42:26Z,USER131,H007,Garsfontein,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group on a normal mobile connection. Older messages should load only when requested.,Android,new,mock,application loads slowly opening busy community group normal mobile connection older messages load requested,14,topic_7,0.493243,"[0.003968, 0.003969, 0.003968, 0.478978, 0.003968, 0.003968, 0.493243, 0.003968, 0.003969]"
FB0140,2026-05-29T03:55:57Z,USER056,H008,Claremont,Cape Town,2,Safety Alerts,Important warnings sometimes disappear without being opened especially during evening hours. Please make urgent notifications faster and more reliable.,Web,resolved,mock,important warnings sometimes disappear without opened especially evening hours urgent notifications faster reliable,13,topic_1,0.640290,"[0.64029, 0.004445, 0.328595, 0.004445, 0.004445, 0.004445, 0.004444, 0.004446, 0.004445]"
FB0141,2026-05-29T05:46:49Z,USER096,H010,Bedfordview,Gauteng,3,Application Performance,Messages occasionally appear only after I refresh the browser during periods of heavy community activity. Older messages should load only when requested.,Web,reviewed,mock,messages occasionally appear refresh browser periods heavy community activity older messages load requested,13,topic_4,0.590191,"[0.004274, 0.341506, 0.004274, 0.590191, 0.004275, 0.042658, 0.004274, 0.004275, 0.004274]"
FB0142,2026-05-30T17:29:46Z,USER073,H010,Bedfordview,Gauteng,3,Safety Alerts,The safety alert arrived long after the incident was reported especially during evening hours. Critical warnings should be prioritised over ordinary updates.,Web,reviewed,mock,safety alert arrived long incident reported especially evening hours critical warnings prioritised ordinary updates,14,topic_1,0.968250,"[0.96825, 0.003969, 0.00397, 0.003968, 0.003969, 0.003969, 0.003969, 0.003968, 0.003969]"
FB0143,2026-05-30T17:30:41Z,USER028,H004,Newlands,Cape Town,3,Privacy and Trust,Residents need confidence that private group messages remain private to build trust among community members. Verified roles and clear retention rules would improve trust.,Web,new,mock,residents need confidence private group messages remain private build trust among community members verified roles clear retention rules trust,19,topic_9,0.937597,"[0.002924, 0.002925, 0.002924, 0.002924, 0.002924, 0.002924, 0.041933, 0.002924, 0.937597]"
FB0144,2026-05-31T06:19:59Z,USER033,H007,Garsfontein,Gauteng,4,Positive Experience,The incident report was simple to submit and appeared quickly and the information felt timely. A weekly safety summary would make the service even more useful.,Android,new,mock,incident report simple submit appeared quickly information felt timely weekly safety summary service even useful,15,topic_5,0.549596,"[0.003704, 0.003704, 0.003704, 0.003704, 0.549596, 0.003704, 0.424476, 0.003704, 0.003704]"
FB0145,2026-05-31T15:54:22Z,USER159,H008,Claremont,Cape Town,2,Location Accuracy,The map placed the reported incident on the wrong street causing unnecessary concern in another neighbourhood. Showing both the street and nearest landmark would improve accuracy.,iOS,new,mock,map placed reported incident wrong street causing unnecessary concern another neighbourhood showing street nearest landmark accuracy,16,topic_6,0.971325,"[0.003584, 0.003584, 0.003585, 0.003584, 0.003584, 0.971325, 0.003584, 0.003584, 0.003584]"
FB0146,2026-05-31T21:03:05Z,USER126,H005,Sea Point,Cape Town,3,Location Accuracy,The alert location was missing a useful landmark which made the warning confusing. Please improve address validation before publishing an incident.,Web,resolved,mock,alert location missing useful landmark made warning confusing address validation publishing incident,12,topic_6,0.663291,"[0.004832, 0.004831, 0.004831, 0.004831, 0.30289, 0.663291, 0.004831, 0.004831, 0.004831]"
FB0147,2026-05-31T21:14:53Z,USER119,H005,Sea Point,Cape Town,3,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Verified roles and clear retention rules would improve trust.,Android,new,mock,application explain location information stored users share sensitive safety information verified roles clear retention rules trust,16,topic_7,0.972219,"[0.003472, 0.003473, 0.003472, 0.003472, 0.003472, 0.003472, 0.972219, 0.003472, 0.003474]"
FB0148,2026-06-01T15:18:59Z,USER138,H001,Rondebosch,Cape Town,1,Application Performance,The application loads slowly when opening a busy community group on a normal mobile connection. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,application loads slowly opening busy community group normal mobile connection loading speed automatic reconnection,14,topic_7,0.535081,"[0.003968, 0.003969, 0.003968, 0.190517, 0.003968, 0.003968, 0.535081, 0.250591, 0.003968]"
FB0149,2026-06-01T16:47:58Z,USER029,H010,Bedfordview,Gauteng,2,Safety Alerts,I did not receive the warning until it was too late to be useful especially during evening hours. A delivery timestamp would help residents judge whether an alert is current. This area mainly receives home invasion warnings.,Web,new,mock,receive warning late useful especially evening hours delivery timestamp help residents judge whether alert current home invasion warnings,18,topic_1,0.974598,"[0.974598, 0.003175, 0.003177, 0.003176, 0.003175, 0.003175, 0.003175, 0.003175, 0.003175]"
FB0150,2026-06-02T02:54:59Z,USER158,H009,Fourways,Gauteng,4,Community Chat,Messages are easy to send but the conversation becomes cluttered although moderation controls are still needed. Verified security updates should be visually distinct.,iOS,new,mock,messages easy send conversation becomes cluttered although moderation controls still needed verified security updates visually distinct,16,topic_2,0.972221,"[0.003472, 0.972221, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472]"
FB0151,2026-06-02T05:26:45Z,USER012,H010,Bedfordview,Gauteng,2,Community Chat,It is difficult to distinguish verified updates from general discussion although moderation controls are still needed. Basic moderation and message reporting would improve the group.,Web,new,mock,difficult distinguish verified updates general discussion although moderation controls still needed basic moderation message reporting group,16,topic_2,0.972221,"[0.003472, 0.972221, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472]"
FB0152,2026-06-02T07:49:57Z,USER128,H011,Waterkloof Ridge,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion and a pinned update feature would help. Please add pinned messages for verified safety information.,Android,resolved,mock,difficult distinguish verified updates general discussion pinned update feature help add pinned messages verified safety information,16,topic_2,0.745848,"[0.229844, 0.745848, 0.003473, 0.003472, 0.003472, 0.003472, 0.003473, 0.003472, 0.003473]"
FB0153,2026-06-02T08:38:35Z,USER104,H011,Waterkloof Ridge,Gauteng,3,Safety Alerts,The notification was delayed and lacked a clear incident time when residents needed immediate information. A delivery timestamp would help residents judge whether an alert is current.,Android,reviewed,mock,notification delayed lacked clear incident time residents needed immediate information delivery timestamp help residents judge whether alert current,18,topic_3,0.975305,"[0.003088, 0.003087, 0.975305, 0.003087, 0.003087, 0.003087, 0.003087, 0.003086, 0.003087]"
FB0154,2026-06-02T15:08:47Z,USER060,H014,Centurion Central,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby while keeping the community informed. I would recommend this feature to other neighbourhood groups.,Mobile Web,reviewed,mock,service helped understand recent safety activity nearby keeping community informed recommend feature neighbourhood groups,14,topic_5,0.643056,"[0.003968, 0.003969, 0.329164, 0.003968, 0.643056, 0.003968, 0.003969, 0.003969, 0.003968]"
FB0155,2026-06-03T02:45:06Z,USER035,H003,Bryanston,Gauteng,3,Privacy and Trust,It is unclear how long submitted feedback and reports are retained because reports may contain personal details. Please add a simple privacy notice near the submission form.,Android,new,mock,unclear long submitted feedback reports retained reports may contain personal details add simple privacy notice near submission form,18,topic_9,0.975308,"[0.003087, 0.003086, 0.003086, 0.003086, 0.003087, 0.003086, 0.003086, 0.003086, 0.975308]"
FB0156,2026-06-03T23:22:58Z,USER017,H014,Centurion Central,Gauteng,3,Safety Alerts,The notification was delayed and lacked a clear incident time while people were still travelling home. Please make urgent notifications faster and more reliable.,Web,reviewed,mock,notification delayed lacked clear incident time people still travelling home urgent notifications faster reliable,14,topic_3,0.968251,"[0.003969, 0.003968, 0.968251, 0.003969, 0.003969, 0.003969, 0.003968, 0.003968, 0.003969]"
FB0157,2026-06-04T01:56:47Z,USER163,H013,Table View,Cape Town,3,Location Accuracy,The street name and map marker did not match when accurate directions were particularly important. Showing both the street and nearest landmark would improve accuracy.,Web,resolved,mock,street name map marker match accurate directions particularly important showing street nearest landmark accuracy,14,topic_6,0.968254,"[0.003968, 0.003968, 0.003968, 0.003968, 0.003968, 0.968254, 0.003968, 0.003968, 0.003968]"
FB0158,2026-06-04T11:56:37Z,USER026,H011,Waterkloof Ridge,Gauteng,4,Positive Experience,Community alerts made it easier to avoid an affected route while keeping the community informed. Please continue improving the alert details.,Mobile Web,resolved,mock,community alerts made easier avoid affected route keeping community informed continue improving alert details,14,topic_5,0.967076,"[0.004115, 0.004115, 0.004116, 0.004116, 0.967076, 0.004115, 0.004115, 0.004116, 0.004115]"
FB0159,2026-06-04T21:56:55Z,USER170,H004,Newlands,Cape Town,4,Positive Experience,Community alerts made it easier to avoid an affected route and the information felt timely. Please continue improving the alert details.,iOS,reviewed,mock,community alerts made easier avoid affected route information felt timely continue improving alert details,14,topic_5,0.968249,"[0.003968, 0.003969, 0.003969, 0.003969, 0.968249, 0.003968, 0.00397, 0.003969, 0.003969]"
FB0160,2026-06-06T18:35:36Z,USER087,H004,Newlands,Cape Town,4,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Please add a simple privacy notice near the submission form.,Mobile Web,reviewed,mock,application explain location information stored users share sensitive safety information add simple privacy notice near submission form,17,topic_9,0.505977,"[0.003268, 0.003268, 0.003268, 0.003268, 0.003268, 0.003268, 0.471146, 0.003268, 0.505977]"
FB0161,2026-06-06T22:23:57Z,USER093,H002,Somerset West,Cape Town,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively and the information felt timely. I would recommend this feature to other neighbourhood groups. This area mainly receives home invasion warnings.,Web,new,mock,neighbourhood chat helped residents coordinate effectively information felt timely recommend feature neighbourhood groups home invasion warnings,16,topic_3,0.972215,"[0.003473, 0.003473, 0.972215, 0.003473, 0.003476, 0.003473, 0.003473, 0.003473, 0.003473]"
FB0162,2026-06-07T00:19:08Z,USER025,H002,Somerset West,Cape Town,4,Community Chat,The chat helped residents share information about a recent concern when many residents post at the same time. Basic moderation and message reporting would improve the group.,iOS,new,mock,chat helped residents share information recent concern many residents post time basic moderation message reporting group,16,topic_2,0.374362,"[0.003473, 0.374362, 0.003474, 0.24932, 0.003472, 0.003473, 0.046924, 0.312029, 0.003473]"
FB0163,2026-06-07T04:27:01Z,USER103,H010,Bedfordview,Gauteng,3,Incident Reporting,Adding a location while reporting was difficult on my phone and I had to repeat the process. A clear confirmation screen would make reporting easier.,iOS,new,mock,adding location reporting difficult phone repeat process clear confirmation screen reporting easier,12,topic_4,0.587963,"[0.004632, 0.00463, 0.00463, 0.587963, 0.00463, 0.379626, 0.00463, 0.00463, 0.00463]"
FB0164,2026-06-07T11:16:39Z,USER083,H006,Cape Town City Centre,Cape Town,4,Positive Experience,The location-based warnings are relevant and easy to understand and the information felt timely. A weekly safety summary would make the service even more useful.,Android,reviewed,mock,location based warnings relevant easy understand information felt timely weekly safety summary service even useful,15,topic_5,0.531496,"[0.003704, 0.003704, 0.003704, 0.003704, 0.531496, 0.003704, 0.442576, 0.003704, 0.003704]"
FB0165,2026-06-07T22:22:49Z,USER158,H007,Garsfontein,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively without requiring technical knowledge. I would recommend this feature to other neighbourhood groups.,iOS,reviewed,mock,neighbourhood chat helped residents coordinate effectively without requiring technical knowledge recommend feature neighbourhood groups,14,topic_3,0.662895,"[0.003968, 0.003969, 0.662895, 0.003968, 0.003968, 0.003968, 0.003968, 0.309325, 0.003968]"
FB0166,2026-06-08T23:33:34Z,USER041,H009,Fourways,Gauteng,1,Location Accuracy,The street name and map marker did not match when accurate directions were particularly important. Please improve address validation before publishing an incident.,iOS,reviewed,mock,street name map marker match accurate directions particularly important address validation publishing incident,13,topic_6,0.965812,"[0.004274, 0.004274, 0.004274, 0.004274, 0.004274, 0.965812, 0.004274, 0.004274, 0.004274]"
FB0167,2026-06-09T08:06:19Z,USER165,H007,Garsfontein,Gauteng,2,Incident Reporting,I was unsure whether my report had been submitted successfully despite having a stable internet connection. The form should require fewer actions for urgent reports.,Android,resolved,mock,unsure whether report submitted successfully despite stable internet connection form require fewer actions urgent reports,15,topic_1,0.970369,"[0.970369, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0168,2026-06-09T13:16:00Z,USER048,H014,Centurion Central,Gauteng,3,Application Performance,The interface becomes unresponsive after several alerts arrive during periods of heavy community activity. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,interface becomes unresponsive several alerts arrive periods heavy community activity loading speed automatic reconnection,14,topic_8,0.637985,"[0.003968, 0.334234, 0.003969, 0.003968, 0.003969, 0.003968, 0.003969, 0.637985, 0.003969]"
FB0169,2026-06-10T15:28:45Z,USER064,H006,Cape Town City Centre,Cape Town,2,Community Chat,It is difficult to distinguish verified updates from general discussion without requiring a separate messaging application. Basic moderation and message reporting would improve the group.,Android,new,mock,difficult distinguish verified updates general discussion without requiring separate messaging application basic moderation message reporting group,16,topic_2,0.972221,"[0.003472, 0.972221, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.003473, 0.003472]"
FB0170,2026-06-11T08:28:28Z,USER043,H011,Waterkloof Ridge,Gauteng,1,Application Performance,Messages occasionally appear only after I refresh the browser even though other websites work correctly. Older messages should load only when requested.,Android,reviewed,mock,messages occasionally appear refresh browser even though websites work correctly older messages load requested,14,topic_4,0.968253,"[0.003968, 0.003968, 0.003968, 0.968253, 0.003968, 0.003968, 0.003968, 0.003969, 0.003968]"
FB0171,2026-06-11T12:03:29Z,USER127,H009,Fourways,Gauteng,2,Privacy and Trust,Residents need confidence that private group messages remain private especially in private neighbourhood groups. Please add a simple privacy notice near the submission form.,iOS,reviewed,mock,residents need confidence private group messages remain private especially private neighbourhood groups add simple privacy notice near submission form,19,topic_9,0.836368,"[0.002924, 0.002925, 0.143163, 0.002924, 0.002924, 0.002924, 0.002924, 0.002924, 0.836368]"
FB0172,2026-06-12T16:55:40Z,USER069,H003,Bryanston,Gauteng,1,Safety Alerts,Important warnings sometimes disappear without being opened during a period of increased neighbourhood activity. A delivery timestamp would help residents judge whether an alert is current.,Android,resolved,mock,important warnings sometimes disappear without opened period increased neighbourhood activity delivery timestamp help residents judge whether alert current,18,topic_1,0.975305,"[0.975305, 0.003087, 0.003088, 0.003087, 0.003087, 0.003087, 0.003086, 0.003087, 0.003087]"
FB0173,2026-06-14T03:19:59Z,USER043,H012,Menlo Park,Gauteng,3,Safety Alerts,Several alerts appeared together instead of arriving in real time during a period of increased neighbourhood activity. A delivery timestamp would help residents judge whether an alert is current.,iOS,new,mock,several alerts appeared together instead arriving real time period increased neighbourhood activity delivery timestamp help residents judge whether alert current,20,topic_3,0.977776,"[0.002779, 0.002778, 0.977776, 0.002778, 0.002778, 0.002778, 0.002778, 0.002778, 0.002778]"
FB0174,2026-06-14T20:49:33Z,USER107,H011,Waterkloof Ridge,Gauteng,3,Location Accuracy,The map placed the reported incident on the wrong street which made the warning confusing. Allow reporters to adjust the pin before submitting. This area mainly receives home invasion warnings.,Web,reviewed,mock,map placed reported incident wrong street made warning confusing allow reporters adjust pin submitting home invasion warnings,17,topic_6,0.669410,"[0.003269, 0.003268, 0.003269, 0.144167, 0.166813, 0.66941, 0.003269, 0.003268, 0.003268]"
FB0175,2026-06-15T00:44:38Z,USER155,H001,Rondebosch,Cape Town,2,Incident Reporting,The form cleared my description before the report was sent and I had to repeat the process. The form should require fewer actions for urgent reports. This area mainly receives home invasion warnings.,Web,new,mock,form cleared description report sent repeat process form require fewer actions urgent reports home invasion warnings,16,topic_1,0.588920,"[0.58892, 0.003584, 0.003585, 0.003586, 0.003584, 0.003585, 0.003584, 0.003585, 0.385987]"
FB0176,2026-06-15T12:28:06Z,USER147,H003,Bryanston,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively while keeping the community informed. Please continue improving the alert details.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively keeping community informed continue improving alert details,13,topic_3,0.495777,"[0.004274, 0.004274, 0.495777, 0.004274, 0.474306, 0.004274, 0.004274, 0.004275, 0.004274]"
FB0177,2026-06-15T14:44:21Z,USER066,H002,Somerset West,Cape Town,2,Privacy and Trust,I want clearer information about who can see my incident report because reports may contain personal details. Verified roles and clear retention rules would improve trust. This area mainly receives home invasion warnings.,Web,resolved,mock,want clearer information see incident report reports may contain personal details verified roles clear retention rules trust home invasion warnings,20,topic_9,0.977773,"[0.002778, 0.002778, 0.002778, 0.002779, 0.002778, 0.002778, 0.002779, 0.002778, 0.977773]"
FB0178,2026-06-16T01:53:41Z,USER159,H014,Centurion Central,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively without requiring technical knowledge. Please continue improving the alert details.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively without requiring technical knowledge continue improving alert details,14,topic_3,0.371471,"[0.003969, 0.003969, 0.371471, 0.003968, 0.245069, 0.003969, 0.003968, 0.359649, 0.003969]"
FB0179,2026-06-17T09:53:26Z,USER106,H009,Fourways,Gauteng,3,Application Performance,Messages occasionally appear only after I refresh the browser which makes the service feel unreliable. Please improve loading speed and automatic reconnection.,Web,reviewed,mock,messages occasionally appear refresh browser makes service feel unreliable loading speed automatic reconnection,13,topic_8,0.965809,"[0.004274, 0.004274, 0.004274, 0.004276, 0.004274, 0.004274, 0.004274, 0.965809, 0.004274]"
FB0180,2026-06-17T16:38:25Z,USER153,H006,Cape Town City Centre,Cape Town,2,Safety Alerts,I did not receive the warning until it was too late to be useful during a period of increased neighbourhood activity. Please make urgent notifications faster and more reliable.,Web,reviewed,mock,receive warning late useful period increased neighbourhood activity urgent notifications faster reliable,12,topic_3,0.470956,"[0.449979, 0.00463, 0.470956, 0.00463, 0.051286, 0.00463, 0.00463, 0.00463, 0.00463]"
FB0181,2026-06-18T04:27:07Z,USER170,H008,Claremont,Cape Town,3,Safety Alerts,I did not receive the warning until it was too late to be useful when residents needed immediate information. Critical warnings should be prioritised over ordinary updates. This area mainly receives home invasion warnings.,Web,resolved,mock,receive warning late useful residents needed immediate information critical warnings prioritised ordinary updates home invasion warnings,16,topic_3,0.503560,"[0.430313, 0.003473, 0.50356, 0.04529, 0.003473, 0.003473, 0.003473, 0.003473, 0.003473]"
FB0182,2026-06-18T05:01:07Z,USER151,H012,Menlo Park,Gauteng,3,Community Chat,The community chat is useful but important messages get buried and a pinned update feature would help. Verified security updates should be visually distinct.,Web,new,mock,community chat useful important messages get buried pinned update feature help verified security updates visually distinct,16,topic_2,0.752462,"[0.222447, 0.752462, 0.003585, 0.003584, 0.003584, 0.003585, 0.003585, 0.003584, 0.003584]"
FB0183,2026-06-18T09:02:47Z,USER132,H008,Claremont,Cape Town,3,Privacy and Trust,The application should explain how location information is stored before users share sensitive safety information. Users should be able to remove their own stored information.,iOS,reviewed,mock,application explain location information stored users share sensitive safety information users able remove stored information,15,topic_7,0.970369,"[0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704, 0.970369, 0.003704, 0.003704]"
FB0184,2026-06-18T18:15:29Z,USER001,H011,Waterkloof Ridge,Gauteng,2,Safety Alerts,I did not receive the warning until it was too late to be useful when residents needed immediate information. Please make urgent notifications faster and more reliable. This area mainly receives home invasion warnings.,Mobile Web,resolved,mock,receive warning late useful residents needed immediate information urgent notifications faster reliable home invasion warnings,15,topic_3,0.630104,"[0.300508, 0.003704, 0.630104, 0.047162, 0.003704, 0.003704, 0.003705, 0.003704, 0.003704]"
FB0185,2026-06-18T18:48:34Z,USER020,H013,Table View,Cape Town,3,Community Chat,It is difficult to distinguish verified updates from general discussion when many residents post at the same time. Verified security updates should be visually distinct. This area mainly receives home invasion warnings.,Web,reviewed,mock,difficult distinguish verified updates general discussion many residents post time verified security updates visually distinct home invasion warnings,18,topic_2,0.595342,"[0.003087, 0.595342, 0.003088, 0.38305, 0.003087, 0.003087, 0.003087, 0.003087, 0.003087]"
FB0186,2026-06-19T07:03:08Z,USER027,H012,Menlo Park,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby while keeping the community informed. Please continue improving the alert details. This area mainly receives vehicle theft warnings.,iOS,reviewed,mock,service helped understand recent safety activity nearby keeping community informed continue improving alert details vehicle theft warnings,17,topic_5,0.973854,"[0.003268, 0.003268, 0.003268, 0.003268, 0.973854, 0.003268, 0.003268, 0.003268, 0.003268]"
FB0187,2026-06-19T19:05:01Z,USER093,H011,Waterkloof Ridge,Gauteng,2,Privacy and Trust,The application should explain how location information is stored especially in private neighbourhood groups. Users should be able to remove their own stored information.,Android,new,mock,application explain location information stored especially private neighbourhood groups users able remove stored information,14,topic_7,0.632042,"[0.004116, 0.004115, 0.195004, 0.004116, 0.004115, 0.004116, 0.632042, 0.004115, 0.148261]"
FB0188,2026-06-19T20:17:45Z,USER128,H004,Newlands,Cape Town,3,Privacy and Trust,The application should explain how location information is stored to build trust among community members. Please add a simple privacy notice near the submission form. This area mainly receives home invasion warnings.,Mobile Web,resolved,mock,application explain location information stored build trust among community members add simple privacy notice near submission form home invasion warnings,20,topic_9,0.977773,"[0.002778, 0.002778, 0.002778, 0.002778, 0.002778, 0.002778, 0.002779, 0.002778, 0.977773]"
FB0189,2026-06-20T16:29:03Z,USER142,H011,Waterkloof Ridge,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively while keeping the community informed. I would recommend this feature to other neighbourhood groups.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively keeping community informed recommend feature neighbourhood groups,13,topic_3,0.965805,"[0.004274, 0.004274, 0.965805, 0.004274, 0.004277, 0.004274, 0.004275, 0.004274, 0.004274]"
FB0190,2026-06-20T18:35:58Z,USER016,H003,Bryanston,Gauteng,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively and the information felt timely. Please continue improving the alert details.,Mobile Web,reviewed,mock,neighbourhood chat helped residents coordinate effectively information felt timely continue improving alert details,13,topic_3,0.506456,"[0.004274, 0.004274, 0.506456, 0.004274, 0.463626, 0.004274, 0.004274, 0.004275, 0.004274]"
FB0191,2026-06-22T08:46:46Z,USER027,H014,Centurion Central,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group during periods of heavy community activity. A lightweight mobile mode would make the service more accessible.,iOS,reviewed,mock,application loads slowly opening busy community group periods heavy community activity lightweight mobile mode service accessible,16,topic_7,0.390980,"[0.003472, 0.298205, 0.003472, 0.289979, 0.003473, 0.003472, 0.39098, 0.003473, 0.003472]"
FB0192,2026-06-22T16:09:49Z,USER141,H002,Somerset West,Cape Town,4,Positive Experience,Community alerts made it easier to avoid an affected route and the information felt timely. A weekly safety summary would make the service even more useful.,Android,resolved,mock,community alerts made easier avoid affected route information felt timely weekly safety summary service even useful,16,topic_5,0.598766,"[0.003472, 0.003472, 0.003473, 0.003473, 0.598766, 0.003472, 0.376926, 0.003473, 0.003472]"
FB0193,2026-06-22T16:24:45Z,USER049,H007,Garsfontein,Gauteng,2,Community Chat,It is difficult to distinguish verified updates from general discussion when many residents post at the same time. Basic moderation and message reporting would improve the group.,iOS,resolved,mock,difficult distinguish verified updates general discussion many residents post time basic moderation message reporting group,15,topic_2,0.681377,"[0.003704, 0.681377, 0.003705, 0.292696, 0.003704, 0.003704, 0.003704, 0.003704, 0.003704]"
FB0194,2026-06-22T16:34:00Z,USER115,H004,Newlands,Cape Town,2,Application Performance,The interface becomes unresponsive after several alerts arrive even though other websites work correctly. Please improve loading speed and automatic reconnection.,Mobile Web,new,mock,interface becomes unresponsive several alerts arrive even though websites work correctly loading speed automatic reconnection,15,topic_8,0.601083,"[0.003704, 0.003704, 0.003704, 0.37299, 0.003704, 0.003704, 0.003704, 0.601083, 0.003704]"
FB0195,2026-06-22T21:58:44Z,USER099,H006,Cape Town City Centre,Cape Town,3,Privacy and Trust,The application should explain how location information is stored because reports may contain personal details. Verified roles and clear retention rules would improve trust. This area mainly receives vehicle theft warnings.,Android,new,mock,application explain location information stored reports may contain personal details verified roles clear retention rules trust vehicle theft warnings,19,topic_9,0.976603,"[0.002924, 0.002925, 0.002924, 0.002924, 0.002925, 0.002924, 0.002926, 0.002924, 0.976603]"
FB0196,2026-06-23T23:41:25Z,USER115,H001,Rondebosch,Cape Town,4,Community Chat,Messages are easy to send but the conversation becomes cluttered without requiring a separate messaging application. Verified security updates should be visually distinct.,iOS,new,mock,messages easy send conversation becomes cluttered without requiring separate messaging application verified security updates visually distinct,16,topic_2,0.934600,"[0.003472, 0.9346, 0.003472, 0.003472, 0.003472, 0.003472, 0.003472, 0.041094, 0.003472]"
FB0197,2026-06-24T02:22:08Z,USER125,H006,Cape Town City Centre,Cape Town,3,Application Performance,The page sometimes disconnects and takes too long to reconnect during periods of heavy community activity. Please improve loading speed and automatic reconnection.,Android,resolved,mock,page sometimes disconnects takes long reconnect periods heavy community activity loading speed automatic reconnection,14,topic_9,0.432377,"[0.004116, 0.279543, 0.004116, 0.004116, 0.004116, 0.004115, 0.004116, 0.263386, 0.432377]"
