feedback_id,submitted_at,user_id,hotspot_id,location,metro,rating,category,feedback_text,platform,status,source,cleaned_text,token_count
FB0193,2026-06-22T16:24:45Z,USER049,H007,Garsfontein,Gauteng,2,Community Chat,It is difficult to distinguish verified updates from general discussion when many residents post at the same time. Basic moderation and message reporting would improve the group.,iOS,resolved,mock,difficult distinguish verified updates general discussion many residents post time basic moderation message reporting group,15
FB0194,2026-06-22T16:34:00Z,USER115,H004,Newlands,Cape Town,2,Application Performance,The interface becomes unresponsive after several alerts arrive even though other websites work correctly. Please improve loading speed and automatic reconnection.,Mobile Web,new,mock,interface becomes unresponsive several alerts arrive even though websites work correctly loading speed automatic reconnection,15
FB0195,2026-06-22T21:58:44Z,USER099,H006,Cape Town City Centre,Cape Town,3,Privacy and Trust,The application should explain how location information is stored because reports may contain personal details. Verified roles and clear retention rules would improve trust. This area mainly receives vehicle theft warnings.,Android,new,mock,application explain location information stored reports may contain personal details verified roles clear retention rules trust vehicle theft warnings,19
FB0196,2026-06-23T23:41:25Z,USER115,H001,Rondebosch,Cape Town,4,Community Chat,Messages are easy to send but the conversation becomes cluttered without requiring a separate messaging application. Verified security updates should be visually distinct.,iOS,new,mock,messages easy send conversation becomes cluttered without requiring separate messaging application verified security updates visually distinct,16
FB0197,2026-06-24T02:22:08Z,USER125,H006,Cape Town City Centre,Cape Town,3,Application Performance,The page sometimes disconnects and takes too long to reconnect during periods of heavy community activity. Please improve loading speed and automatic reconnection.,Android,resolved,mock,page sometimes disconnects takes long reconnect periods heavy community activity loading speed automatic reconnection,14
FB0198,2026-06-24T03:16:49Z,USER093,H009,Fourways,Gauteng,3,Application Performance,The application loads slowly when opening a busy community group on a normal mobile connection. A lightweight mobile mode would make the service more accessible.,Android,new,mock,application loads slowly opening busy community group normal mobile connection lightweight mobile mode service accessible,15
FB0199,2026-06-24T08:41:27Z,USER164,H013,Table View,Cape Town,3,Safety Alerts,I did not receive the warning until it was too late to be useful especially during evening hours. Critical warnings should be prioritised over ordinary updates.,iOS,resolved,mock,receive warning late useful especially evening hours critical warnings prioritised ordinary updates,12
FB0200,2026-06-24T20:28:03Z,USER110,H003,Bryanston,Gauteng,2,Application Performance,The application loads slowly when opening a busy community group even though other websites work correctly. Older messages should load only when requested.,Web,reviewed,mock,application loads slowly opening busy community group even though websites work correctly older messages load requested,16
FB0201,2026-06-25T23:11:46Z,USER001,H012,Menlo Park,Gauteng,2,Location Accuracy,The street name and map marker did not match which made the warning confusing. Please improve address validation before publishing an incident.,Mobile Web,reviewed,mock,street name map marker match made warning confusing address validation publishing incident,12
FB0202,2026-06-26T08:22:04Z,USER018,H004,Newlands,Cape Town,3,Safety Alerts,Several alerts appeared together instead of arriving in real time especially during evening hours. Critical warnings should be prioritised over ordinary updates. This area mainly receives home invasion warnings.,Mobile Web,reviewed,mock,several alerts appeared together instead arriving real time especially evening hours critical warnings prioritised ordinary updates home invasion warnings,19
FB0203,2026-06-26T09:18:08Z,USER072,H009,Fourways,Gauteng,3,Incident Reporting,The incident form takes too many steps to complete and I had to repeat the process. Please save unfinished reports automatically. This area mainly receives vehicle theft warnings.,iOS,reviewed,mock,incident form takes many steps complete repeat process save unfinished reports automatically vehicle theft warnings,15
FB0204,2026-06-26T12:31:58Z,USER054,H014,Centurion Central,Gauteng,2,Incident Reporting,Adding a location while reporting was difficult on my phone despite having a stable internet connection. Please save unfinished reports automatically.,iOS,resolved,mock,adding location reporting difficult phone despite stable internet connection save unfinished reports automatically,13
FB0205,2026-06-26T13:32:40Z,USER125,H005,Sea Point,Cape Town,3,Safety Alerts,The safety alert arrived long after the incident was reported during a period of increased neighbourhood activity. A delivery timestamp would help residents judge whether an alert is current.,Web,new,mock,safety alert arrived long incident reported period increased neighbourhood activity delivery timestamp help residents judge whether alert current,18
FB0206,2026-06-26T20:14:46Z,USER084,H012,Menlo Park,Gauteng,3,Incident Reporting,Adding a location while reporting was difficult on my phone despite having a stable internet connection. Please save unfinished reports automatically. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,adding location reporting difficult phone despite stable internet connection save unfinished reports automatically vehicle theft warnings,16
FB0207,2026-06-26T21:22:25Z,USER109,H004,Newlands,Cape Town,2,Location Accuracy,The alert location was missing a useful landmark causing unnecessary concern in another neighbourhood. Showing both the street and nearest landmark would improve accuracy.,iOS,reviewed,mock,alert location missing useful landmark causing unnecessary concern another neighbourhood showing street nearest landmark accuracy,15
FB0208,2026-06-26T22:50:30Z,USER082,H008,Claremont,Cape Town,2,Incident Reporting,The reporting screen needs more incident categories when I needed to submit details quickly. Please save unfinished reports automatically.,Android,reviewed,mock,reporting screen needs incident categories needed submit details quickly save unfinished reports automatically,13
FB0209,2026-06-27T06:42:59Z,USER012,H003,Bryanston,Gauteng,2,Incident Reporting,I was unsure whether my report had been submitted successfully despite having a stable internet connection. Please save unfinished reports automatically.,iOS,new,mock,unsure whether report submitted successfully despite stable internet connection save unfinished reports automatically,13
FB0210,2026-06-27T11:06:05Z,USER032,H004,Newlands,Cape Town,5,Positive Experience,The neighbourhood chat helped residents coordinate effectively during a situation that could have caused confusion. Please continue improving the alert details.,Web,new,mock,neighbourhood chat helped residents coordinate effectively situation caused confusion continue improving alert details,13
FB0211,2026-06-27T11:23:12Z,USER138,H013,Table View,Cape Town,3,Application Performance,Messages occasionally appear only after I refresh the browser on a normal mobile connection. A lightweight mobile mode would make the service more accessible.,iOS,reviewed,mock,messages occasionally appear refresh browser normal mobile connection lightweight mobile mode service accessible,13
FB0212,2026-06-27T17:30:17Z,USER055,H008,Claremont,Cape Town,4,Privacy and Trust,Security and staff accounts should have visible verification because reports may contain personal details. Please add a simple privacy notice near the submission form.,iOS,new,mock,security staff accounts visible verification reports may contain personal details add simple privacy notice near submission form,17
FB0213,2026-06-27T23:43:35Z,USER006,H003,Bryanston,Gauteng,2,Privacy and Trust,The application should explain how location information is stored to build trust among community members. Please add a simple privacy notice near the submission form.,Web,resolved,mock,application explain location information stored build trust among community members add simple privacy notice near submission form,17
FB0214,2026-06-28T09:00:39Z,USER026,H014,Centurion Central,Gauteng,3,Community Chat,It is difficult to distinguish verified updates from general discussion without requiring a separate messaging application. Verified security updates should be visually distinct.,Mobile Web,resolved,mock,difficult distinguish verified updates general discussion without requiring separate messaging application verified security updates visually distinct,16
FB0215,2026-06-28T13:16:55Z,USER017,H007,Garsfontein,Gauteng,1,Application Performance,The page sometimes disconnects and takes too long to reconnect which makes the service feel unreliable. Older messages should load only when requested. This area mainly receives vehicle theft warnings.,Android,resolved,mock,page sometimes disconnects takes long reconnect makes service feel unreliable older messages load requested vehicle theft warnings,17
FB0216,2026-06-28T13:17:27Z,USER162,H004,Newlands,Cape Town,3,Location Accuracy,The location pin was too broad to identify the affected area and residents could not tell how close it was. Showing both the street and nearest landmark would improve accuracy.,Mobile Web,reviewed,mock,location pin broad identify affected residents tell close showing street nearest landmark accuracy,13
FB0217,2026-06-29T08:43:56Z,USER100,H008,Claremont,Cape Town,2,Application Performance,The interface becomes unresponsive after several alerts arrive even though other websites work correctly. Older messages should load only when requested. This area mainly receives home invasion warnings.,Android,new,mock,interface becomes unresponsive several alerts arrive even though websites work correctly older messages load requested home invasion warnings,18
FB0218,2026-06-29T19:21:40Z,USER119,H007,Garsfontein,Gauteng,2,Location Accuracy,The location pin was too broad to identify the affected area causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident.,Android,new,mock,location pin broad identify affected causing unnecessary concern another neighbourhood address validation publishing incident,14
FB0219,2026-06-30T04:52:35Z,USER175,H009,Fourways,Gauteng,3,Safety Alerts,The safety alert arrived long after the incident was reported during a period of increased neighbourhood activity. Critical warnings should be prioritised over ordinary updates.,Android,reviewed,mock,safety alert arrived long incident reported period increased neighbourhood activity critical warnings prioritised ordinary updates,15
FB0220,2026-06-30T10:01:34Z,USER179,H010,Bedfordview,Gauteng,3,Community Chat,The private group feature makes neighbourhood coordination easier without requiring a separate messaging application. Please add pinned messages for verified safety information.,Android,reviewed,mock,private group feature makes neighbourhood coordination easier without requiring separate messaging application add pinned messages verified safety information,18
FB0221,2026-06-30T19:08:09Z,USER067,H011,Waterkloof Ridge,Gauteng,3,Community Chat,Messages are easy to send but the conversation becomes cluttered although moderation controls are still needed. Basic moderation and message reporting would improve the group.,iOS,new,mock,messages easy send conversation becomes cluttered although moderation controls still needed basic moderation message reporting group,16
FB0222,2026-07-01T00:28:50Z,USER016,H012,Menlo Park,Gauteng,3,Privacy and Trust,It is unclear how long submitted feedback and reports are retained especially in private neighbourhood groups. Please add a simple privacy notice near the submission form.,Web,resolved,mock,unclear long submitted feedback reports retained especially private neighbourhood groups add simple privacy notice near submission form,17
FB0223,2026-07-01T10:43:45Z,USER069,H005,Sea Point,Cape Town,2,Community Chat,Messages are easy to send but the conversation becomes cluttered without requiring a separate messaging application. Basic moderation and message reporting would improve the group.,Web,reviewed,mock,messages easy send conversation becomes cluttered without requiring separate messaging application basic moderation message reporting group,16
FB0224,2026-07-01T14:42:46Z,USER127,H013,Table View,Cape Town,2,Community Chat,The private group feature makes neighbourhood coordination easier when many residents post at the same time. Basic moderation and message reporting would improve the group.,Web,reviewed,mock,private group feature makes neighbourhood coordination easier many residents post time basic moderation message reporting group,16
FB0225,2026-07-02T00:47:14Z,USER014,H009,Fourways,Gauteng,1,Location Accuracy,The alert location was missing a useful landmark and residents could not tell how close it was. Please improve address validation before publishing an incident.,Android,new,mock,alert location missing useful landmark residents tell close address validation publishing incident,12
FB0226,2026-07-02T21:43:00Z,USER142,H004,Newlands,Cape Town,4,Community Chat,The private group feature makes neighbourhood coordination easier without requiring a separate messaging application. Basic moderation and message reporting would improve the group. This area mainly receives home invasion warnings.,iOS,new,mock,private group feature makes neighbourhood coordination easier without requiring separate messaging application basic moderation message reporting group home invasion warnings,20
FB0227,2026-07-03T03:24:52Z,USER086,H003,Bryanston,Gauteng,3,Application Performance,The application uses too much mobile data when loading message history which makes the service feel unreliable. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,application uses much mobile data loading message history makes service feel unreliable loading speed automatic reconnection,16
FB0228,2026-07-03T03:51:58Z,USER035,H013,Table View,Cape Town,2,Incident Reporting,Adding a location while reporting was difficult on my phone during a stressful situation. Please save unfinished reports automatically.,Android,resolved,mock,adding location reporting difficult phone stressful situation save unfinished reports automatically,11
FB0229,2026-07-03T06:36:36Z,USER176,H011,Waterkloof Ridge,Gauteng,4,Positive Experience,The incident report was simple to submit and appeared quickly during a situation that could have caused confusion. A weekly safety summary would make the service even more useful.,Mobile Web,reviewed,mock,incident report simple submit appeared quickly situation caused confusion weekly safety summary service even useful,15
FB0230,2026-07-03T15:55:10Z,USER128,H001,Rondebosch,Cape Town,1,Safety Alerts,I did not receive the warning until it was too late to be useful especially during evening hours. A delivery timestamp would help residents judge whether an alert is current.,Web,reviewed,mock,receive warning late useful especially evening hours delivery timestamp help residents judge whether alert current,15
FB0231,2026-07-03T16:00:56Z,USER080,H001,Rondebosch,Cape Town,2,Privacy and Trust,The application should explain how location information is stored to build trust among community members. Verified roles and clear retention rules would improve trust. This area mainly receives home invasion warnings.,Web,reviewed,mock,application explain location information stored build trust among community members verified roles clear retention rules trust home invasion warnings,19
FB0232,2026-07-04T07:48:31Z,USER141,H001,Rondebosch,Cape Town,5,Positive Experience,The incident report was simple to submit and appeared quickly while keeping the community informed. A weekly safety summary would make the service even more useful.,Android,reviewed,mock,incident report simple submit appeared quickly keeping community informed weekly safety summary service even useful,15
FB0233,2026-07-04T23:21:38Z,USER161,H002,Somerset West,Cape Town,3,Incident Reporting,The incident form takes too many steps to complete despite having a stable internet connection. A clear confirmation screen would make reporting easier. This area mainly receives home invasion warnings.,Web,new,mock,incident form takes many steps complete despite stable internet connection clear confirmation screen reporting easier home invasion warnings,18
FB0234,2026-07-05T03:40:41Z,USER114,H002,Somerset West,Cape Town,3,Privacy and Trust,I want clearer information about who can see my incident report to build trust among community members. Users should be able to remove their own stored information.,iOS,new,mock,want clearer information see incident report build trust among community members users able remove stored information,16
FB0235,2026-07-05T12:36:50Z,USER116,H012,Menlo Park,Gauteng,2,Safety Alerts,Several alerts appeared together instead of arriving in real time especially during evening hours. Critical warnings should be prioritised over ordinary updates.,Mobile Web,new,mock,several alerts appeared together instead arriving real time especially evening hours critical warnings prioritised ordinary updates,16
FB0236,2026-07-05T19:51:00Z,USER159,H013,Table View,Cape Town,3,Safety Alerts,The safety alert arrived long after the incident was reported while people were still travelling home. Please make urgent notifications faster and more reliable.,Android,reviewed,mock,safety alert arrived long incident reported people still travelling home urgent notifications faster reliable,14
FB0237,2026-07-06T00:58:11Z,USER083,H001,Rondebosch,Cape Town,2,Location Accuracy,The map placed the reported incident on the wrong street when accurate directions were particularly important. Please improve address validation before publishing an incident. This area mainly receives home invasion warnings.,Android,new,mock,map placed reported incident wrong street accurate directions particularly important address validation publishing incident home invasion warnings,17
FB0238,2026-07-06T12:15:40Z,USER029,H013,Table View,Cape Town,4,Privacy and Trust,Residents need confidence that private group messages remain private because reports may contain personal details. Users should be able to remove their own stored information.,Android,resolved,mock,residents need confidence private group messages remain private reports may contain personal details users able remove stored information,18
FB0239,2026-07-06T23:31:37Z,USER137,H003,Bryanston,Gauteng,2,Incident Reporting,I was unsure whether my report had been submitted successfully and I had to repeat the process. The form should require fewer actions for urgent reports.,iOS,resolved,mock,unsure whether report submitted successfully repeat process form require fewer actions urgent reports,13
FB0240,2026-07-07T07:05:33Z,USER026,H007,Garsfontein,Gauteng,3,Community Chat,The private group feature makes neighbourhood coordination easier without requiring a separate messaging application. Basic moderation and message reporting would improve the group. This area mainly receives vehicle theft warnings.,iOS,new,mock,private group feature makes neighbourhood coordination easier without requiring separate messaging application basic moderation message reporting group vehicle theft warnings,20
FB0241,2026-07-07T18:45:37Z,USER118,H007,Garsfontein,Gauteng,3,Location Accuracy,The map placed the reported incident on the wrong street which made the warning confusing. Showing both the street and nearest landmark would improve accuracy. This area mainly receives vehicle theft warnings.,Web,new,mock,map placed reported incident wrong street made warning confusing showing street nearest landmark accuracy vehicle theft warnings,17
FB0242,2026-07-09T17:52:03Z,USER156,H005,Sea Point,Cape Town,4,Positive Experience,The service helped me understand recent safety activity nearby without requiring technical knowledge. Please continue improving the alert details.,Mobile Web,reviewed,mock,service helped understand recent safety activity nearby without requiring technical knowledge continue improving alert details,15
FB0243,2026-07-09T22:41:36Z,USER145,H006,Cape Town City Centre,Cape Town,2,Application Performance,The application uses too much mobile data when loading message history on a normal mobile connection. A lightweight mobile mode would make the service more accessible.,Mobile Web,new,mock,application uses much mobile data loading message history normal mobile connection lightweight mobile mode service accessible,16
FB0244,2026-07-10T01:32:05Z,USER156,H001,Rondebosch,Cape Town,2,Safety Alerts,I did not receive the warning until it was too late to be useful when residents needed immediate information. A delivery timestamp would help residents judge whether an alert is current.,Mobile Web,reviewed,mock,receive warning late useful residents needed immediate information delivery timestamp help residents judge whether alert current,16
FB0245,2026-07-10T15:25:25Z,USER176,H003,Bryanston,Gauteng,4,Privacy and Trust,Residents need confidence that private group messages remain private because reports may contain personal details. Please add a simple privacy notice near the submission form.,Web,resolved,mock,residents need confidence private group messages remain private reports may contain personal details add simple privacy notice near submission form,20
FB0246,2026-07-11T00:04:35Z,USER148,H010,Bedfordview,Gauteng,3,Community Chat,The private group feature makes neighbourhood coordination easier when many residents post at the same time. Verified security updates should be visually distinct. This area mainly receives home invasion warnings.,Mobile Web,reviewed,mock,private group feature makes neighbourhood coordination easier many residents post time verified security updates visually distinct home invasion warnings,19
FB0247,2026-07-11T00:57:54Z,USER070,H002,Somerset West,Cape Town,2,Location Accuracy,The location pin was too broad to identify the affected area and residents could not tell how close it was. Allow reporters to adjust the pin before submitting.,iOS,resolved,mock,location pin broad identify affected residents tell close allow reporters adjust pin submitting,13
FB0248,2026-07-11T02:02:23Z,USER100,H004,Newlands,Cape Town,3,Application Performance,Messages occasionally appear only after I refresh the browser during periods of heavy community activity. Older messages should load only when requested. This area mainly receives home invasion warnings.,iOS,reviewed,mock,messages occasionally appear refresh browser periods heavy community activity older messages load requested home invasion warnings,16
FB0249,2026-07-11T09:37:31Z,USER033,H001,Rondebosch,Cape Town,2,Privacy and Trust,Residents need confidence that private group messages remain private because reports may contain personal details. Verified roles and clear retention rules would improve trust.,iOS,resolved,mock,residents need confidence private group messages remain private reports may contain personal details verified roles clear retention rules trust,19
FB0250,2026-07-11T15:12:32Z,USER140,H010,Bedfordview,Gauteng,2,Location Accuracy,The alert location was missing a useful landmark and residents could not tell how close it was. Showing both the street and nearest landmark would improve accuracy.,Android,reviewed,mock,alert location missing useful landmark residents tell close showing street nearest landmark accuracy,13
FB0251,2026-07-12T12:01:44Z,USER163,H010,Bedfordview,Gauteng,2,Safety Alerts,I did not receive the warning until it was too late to be useful especially during evening hours. Please make urgent notifications faster and more reliable.,iOS,reviewed,mock,receive warning late useful especially evening hours urgent notifications faster reliable,11
FB0252,2026-07-13T01:53:07Z,USER084,H012,Menlo Park,Gauteng,2,Location Accuracy,The location pin was too broad to identify the affected area causing unnecessary concern in another neighbourhood. Showing both the street and nearest landmark would improve accuracy. This area mainly receives vehicle theft warnings.,Web,reviewed,mock,location pin broad identify affected causing unnecessary concern another neighbourhood showing street nearest landmark accuracy vehicle theft warnings,18
FB0253,2026-07-13T08:30:11Z,USER097,H007,Garsfontein,Gauteng,3,Safety Alerts,The safety alert arrived long after the incident was reported while people were still travelling home. A delivery timestamp would help residents judge whether an alert is current. This area mainly receives vehicle theft warnings.,iOS,resolved,mock,safety alert arrived long incident reported people still travelling home delivery timestamp help residents judge whether alert current vehicle theft warnings,21
FB0254,2026-07-13T08:38:40Z,USER049,H002,Somerset West,Cape Town,1,Safety Alerts,Important warnings sometimes disappear without being opened while people were still travelling home. Critical warnings should be prioritised over ordinary updates.,Mobile Web,new,mock,important warnings sometimes disappear without opened people still travelling home critical warnings prioritised ordinary updates,15
FB0255,2026-07-13T16:02:00Z,USER162,H011,Waterkloof Ridge,Gauteng,2,Safety Alerts,Several alerts appeared together instead of arriving in real time while people were still travelling home. Please make urgent notifications faster and more reliable.,Android,new,mock,several alerts appeared together instead arriving real time people still travelling home urgent notifications faster reliable,16
FB0256,2026-07-14T12:05:48Z,USER110,H007,Garsfontein,Gauteng,3,Community Chat,Messages are easy to send but the conversation becomes cluttered when many residents post at the same time. Basic moderation and message reporting would improve the group.,Web,reviewed,mock,messages easy send conversation becomes cluttered many residents post time basic moderation message reporting group,15
FB0257,2026-07-15T13:22:39Z,USER082,H012,Menlo Park,Gauteng,3,Application Performance,The interface becomes unresponsive after several alerts arrive during periods of heavy community activity. Older messages should load only when requested.,iOS,resolved,mock,interface becomes unresponsive several alerts arrive periods heavy community activity older messages load requested,14
FB0258,2026-07-15T13:39:05Z,USER156,H004,Newlands,Cape Town,3,Community Chat,The private group feature makes neighbourhood coordination easier and a pinned update feature would help. Basic moderation and message reporting would improve the group.,Web,new,mock,private group feature makes neighbourhood coordination easier pinned update feature help basic moderation message reporting group,16
FB0259,2026-07-16T05:42:07Z,USER076,H001,Rondebosch,Cape Town,3,Safety Alerts,Several alerts appeared together instead of arriving in real time when residents needed immediate information. Please make urgent notifications faster and more reliable. This area mainly receives home invasion warnings.,Android,reviewed,mock,several alerts appeared together instead arriving real time residents needed immediate information urgent notifications faster reliable home invasion warnings,19
FB0260,2026-07-16T09:40:46Z,USER041,H003,Bryanston,Gauteng,2,Incident Reporting,The form cleared my description before the report was sent and I had to repeat the process. Please save unfinished reports automatically. This area mainly receives home invasion warnings.,Web,resolved,mock,form cleared description report sent repeat process save unfinished reports automatically home invasion warnings,14
FB0261,2026-07-16T13:47:05Z,USER043,H004,Newlands,Cape Town,2,Safety Alerts,The notification was delayed and lacked a clear incident time especially during evening hours. Critical warnings should be prioritised over ordinary updates.,Web,reviewed,mock,notification delayed lacked clear incident time especially evening hours critical warnings prioritised ordinary updates,14
FB0262,2026-07-17T00:53:29Z,USER073,H012,Menlo Park,Gauteng,3,Incident Reporting,I was unsure whether my report had been submitted successfully during a stressful situation. A clear confirmation screen would make reporting easier.,Mobile Web,resolved,mock,unsure whether report submitted successfully stressful situation clear confirmation screen reporting easier,12
FB0263,2026-07-17T00:57:04Z,USER034,H014,Centurion Central,Gauteng,4,Privacy and Trust,I want clearer information about who can see my incident report before users share sensitive safety information. Please add a simple privacy notice near the submission form.,Mobile Web,reviewed,mock,want clearer information see incident report users share sensitive safety information add simple privacy notice near submission form,18
FB0264,2026-07-17T04:34:02Z,USER094,H006,Cape Town City Centre,Cape Town,3,Incident Reporting,The form cleared my description before the report was sent when I needed to submit details quickly. Please save unfinished reports automatically. This area mainly receives vehicle theft warnings.,Android,resolved,mock,form cleared description report sent needed submit details quickly save unfinished reports automatically vehicle theft warnings,16
FB0265,2026-07-18T10:27:24Z,USER123,H014,Centurion Central,Gauteng,3,Safety Alerts,Several alerts appeared together instead of arriving in real time during a period of increased neighbourhood activity. Please make urgent notifications faster and more reliable. This area mainly receives vehicle theft warnings.,Web,reviewed,mock,several alerts appeared together instead arriving real time period increased neighbourhood activity urgent notifications faster reliable vehicle theft warnings,19
FB0266,2026-07-18T15:58:02Z,USER086,H002,Somerset West,Cape Town,3,Community Chat,The chat helped residents share information about a recent concern without requiring a separate messaging application. Please add pinned messages for verified safety information.,Web,reviewed,mock,chat helped residents share information recent concern without requiring separate messaging application add pinned messages verified safety information,18
FB0267,2026-07-18T18:26:26Z,USER180,H010,Bedfordview,Gauteng,3,Privacy and Trust,Security and staff accounts should have visible verification before users share sensitive safety information. Verified roles and clear retention rules would improve trust.,Web,reviewed,mock,security staff accounts visible verification users share sensitive safety information verified roles clear retention rules trust,16
FB0268,2026-07-19T04:00:23Z,USER053,H010,Bedfordview,Gauteng,3,Privacy and Trust,Security and staff accounts should have visible verification especially in private neighbourhood groups. Please add a simple privacy notice near the submission form.,Mobile Web,reviewed,mock,security staff accounts visible verification especially private neighbourhood groups add simple privacy notice near submission form,16
FB0269,2026-07-19T06:39:29Z,USER048,H006,Cape Town City Centre,Cape Town,2,Safety Alerts,I did not receive the warning until it was too late to be useful during a period of increased neighbourhood activity. Critical warnings should be prioritised over ordinary updates. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,receive warning late useful period increased neighbourhood activity critical warnings prioritised ordinary updates vehicle theft warnings,16
FB0270,2026-07-19T20:21:59Z,USER061,H005,Sea Point,Cape Town,3,Community Chat,The chat helped residents share information about a recent concern although moderation controls are still needed. Please add pinned messages for verified safety information.,Mobile Web,reviewed,mock,chat helped residents share information recent concern although moderation controls still needed add pinned messages verified safety information,18
FB0271,2026-07-19T22:11:58Z,USER099,H001,Rondebosch,Cape Town,3,Incident Reporting,The reporting screen needs more incident categories and I had to repeat the process. The form should require fewer actions for urgent reports.,iOS,resolved,mock,reporting screen needs incident categories repeat process form require fewer actions urgent reports,13
FB0272,2026-07-20T02:22:30Z,USER009,H005,Sea Point,Cape Town,2,Application Performance,The page sometimes disconnects and takes too long to reconnect on a normal mobile connection. Please improve loading speed and automatic reconnection.,iOS,reviewed,mock,page sometimes disconnects takes long reconnect normal mobile connection loading speed automatic reconnection,13
FB0273,2026-07-20T03:25:50Z,USER077,H009,Fourways,Gauteng,4,Positive Experience,The service helped me understand recent safety activity nearby and the information felt timely. A weekly safety summary would make the service even more useful. This area mainly receives vehicle theft warnings.,Mobile Web,reviewed,mock,service helped understand recent safety activity nearby information felt timely weekly safety summary service even useful vehicle theft warnings,19
FB0274,2026-07-20T10:32:42Z,USER044,H014,Centurion Central,Gauteng,2,Incident Reporting,The form cleared my description before the report was sent and I had to repeat the process. A clear confirmation screen would make reporting easier.,Mobile Web,resolved,mock,form cleared description report sent repeat process clear confirmation screen reporting easier,12
FB0275,2026-07-21T03:33:35Z,USER140,H001,Rondebosch,Cape Town,2,Location Accuracy,The street name and map marker did not match causing unnecessary concern in another neighbourhood. Please improve address validation before publishing an incident.,Android,reviewed,mock,street name map marker match causing unnecessary concern another neighbourhood address validation publishing incident,14
FB0276,2026-07-22T04:15:09Z,USER036,H006,Cape Town City Centre,Cape Town,1,Safety Alerts,Several alerts appeared together instead of arriving in real time during a period of increased neighbourhood activity. Please make urgent notifications faster and more reliable.,Web,reviewed,mock,several alerts appeared together instead arriving real time period increased neighbourhood activity urgent notifications faster reliable,16
FB0277,2026-07-22T14:53:07Z,USER165,H006,Cape Town City Centre,Cape Town,3,Community Chat,The chat helped residents share information about a recent concern and a pinned update feature would help. Verified security updates should be visually distinct. This area mainly receives vehicle theft warnings.,Mobile Web,new,mock,chat helped residents share information recent concern pinned update feature help verified security updates visually distinct vehicle theft warnings,19
FB0278,2026-07-22T20:03:51Z,USER112,H002,Somerset West,Cape Town,2,Incident Reporting,Adding a location while reporting was difficult on my phone despite having a stable internet connection. The form should require fewer actions for urgent reports.,Android,reviewed,mock,adding location reporting difficult phone despite stable internet connection form require fewer actions urgent reports,15
FB0279,2026-07-23T18:56:09Z,USER147,H012,Menlo Park,Gauteng,5,Positive Experience,The service helped me understand recent safety activity nearby during a situation that could have caused confusion. I would recommend this feature to other neighbourhood groups.,Web,resolved,mock,service helped understand recent safety activity nearby situation caused confusion recommend feature neighbourhood groups,14
FB0280,2026-07-24T19:16:56Z,USER002,H008,Claremont,Cape Town,5,Positive Experience,The location-based warnings are relevant and easy to understand and the information felt timely. I would recommend this feature to other neighbourhood groups.,Mobile Web,reviewed,mock,location based warnings relevant easy understand information felt timely recommend feature neighbourhood groups,13
